,bsd,date,endtime,id,name,starttime,street,town,url,zipcode,address,geocodestatus_try1,geocodestatus_try2,lat,long
1703,west,2016-09-27,20:00,4166,Gesamtschule Brackwede,16:00,Marienfelder Str. 81,Bielefeld,"terminerinnerung.php?event_id=4166&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Gesamtschule+Brackwede&&
              name2=&&
              street=Marienfelder+Str.+81&&
              plz=33649&&
              town=Bielefeld&&
              tort=QUEA ",33649,"Marienfelder Str. 81, 33649 Bielefeld",1,0,51.99163795,8.4793223394
1704,west,2016-09-27,20:00,4161,Stadthalle,16:30,Am Lullberg 22,Borgentreich,"terminerinnerung.php?event_id=4161&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=20:00&&
              name1=Stadthalle&&
              name2=&&
              street=Am+Lullberg+22&&
              plz=34434&&
              town=Borgentreich&&
              tort=BOLG ",34434,"Am Lullberg 22, 34434 Borgentreich",1,0,51.623929,9.2630212
1705,bawue,2016-09-27,20:30,9264,{},16:00,Hahlweg 32-36,Künzell,"terminerinnerung.php?event_id=9264&&
              bsd=bawue&&
              date=2016-09-27&&
              start=16:00&&
              end=20:30&&
              name1=&&
              name2=Gemeindezentrum&&
              street=Hahlweg+32-36&&
              plz=36093&&
              town=K%FCnzell&&
              tort=3609302500",36093,"Hahlweg 32-36, 36093 Künzell",1,0,50.5411936,9.7104126
1706,bawue,2016-09-27,20:30,9267,{},17:00,Südbahnhofstr. 33,Witzenhausen,"terminerinnerung.php?event_id=9267&&
              bsd=bawue&&
              date=2016-09-27&&
              start=17:00&&
              end=20:30&&
              name1=&&
              name2=Berufliche+Schulen&&
              street=S%FCdbahnhofstr.+33&&
              plz=37213&&
              town=Witzenhausen&&
              tort=3721315100",37213,"Südbahnhofstr. 33, 37213 Witzenhausen",1,0,51.340046,9.86637788372
1707,ns,2016-09-27,19:30,1358,Rheinischer Hof,15:00,Köppenweg 1,Einbeck,"terminerinnerung.php?event_id=1358&&
              bsd=ns&&
              date=2016-09-27&&
              start=15:00&&
              end=19:30&&
              name1=Rheinischer+Hof&&
              name2=&&
              street=K%F6ppenweg+1&&
              plz=37574&&
              town=Einbeck&&
              tort=1528",37574,"Köppenweg 1, 37574 Einbeck",1,0,51.8180802,9.8787334
1708,ns,2016-09-27,19:30,1360,Gaststätte Tappe,16:00,Schulstraße 2,Kreiensen,"terminerinnerung.php?event_id=1360&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=19:30&&
              name1=Gastst%E4tte+Tappe&&
              name2=&&
              street=Schulstra%DFe+2&&
              plz=37574&&
              town=Kreiensen&&
              tort=1562",37574,"Schulstraße 2, 37574 Kreiensen",1,0,51.8577115,9.9598609
1709,ns,2016-09-27,19:30,1184,Haus des Gastes,16:00,Lindenstraße 8,Holzminden,"terminerinnerung.php?event_id=1184&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=19:30&&
              name1=Haus+des+Gastes&&
              name2=&&
              street=Lindenstra%DFe+8&&
              plz=37603&&
              town=Holzminden&&
              tort=1517",37603,"Lindenstraße 8, 37603 Holzminden",1,0,51.8851896,9.5688489
1710,west,2016-09-27,20:00,4160,Stadthalle,16:30,Kolpingstr. 5,Beverungen,"terminerinnerung.php?event_id=4160&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=20:00&&
              name1=Stadthalle&&
              name2=&&
              street=Kolpingstr.+5&&
              plz=37688&&
              town=Beverungen&&
              tort=BEVG ",37688,"Kolpingstr. 5, 37688 Beverungen",1,0,51.6613399,9.37489123444
1711,ns,2016-09-27,20:00,1220,Grundschule,16:00,Saarplatz 2,Braunschweig,"terminerinnerung.php?event_id=1220&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=Saarplatz+2&&
              plz=38116&&
              town=Braunschweig&&
              tort=2981",38116,"Saarplatz 2, 38116 Braunschweig",1,0,52.2750965,10.4790171
1712,ns,2016-09-27,19:30,1221,Pferdestall der Wasserburg,15:30,Sternbergstraße 7b,Salzgitter,"terminerinnerung.php?event_id=1221&&
              bsd=ns&&
              date=2016-09-27&&
              start=15:30&&
              end=19:30&&
              name1=Pferdestall+der+Wasserburg&&
              name2=&&
              street=Sternbergstra%DFe+7b&&
              plz=38226&&
              town=Salzgitter&&
              tort=2381",38226,"Sternbergstraße 7b, 38226 Salzgitter",1,0,52.1214076,10.4217383589
1713,ns,2016-09-27,19:30,1350,Schulforum,15:00,Schulstraße 31,Isenbüttel,"terminerinnerung.php?event_id=1350&&
              bsd=ns&&
              date=2016-09-27&&
              start=15:00&&
              end=19:30&&
              name1=Schulforum&&
              name2=&&
              street=Schulstra%DFe+31&&
              plz=38550&&
              town=Isenb%FCttel&&
              tort=919",38550,"Schulstraße 31, 38550 Isenbüttel",1,0,52.4332111,10.5781834
1714,ns,2016-09-27,19:30,528,Uhland-Schule,16:00,Kirchplatz 1,Staßfurt,"terminerinnerung.php?event_id=528&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=19:30&&
              name1=Uhland-Schule&&
              name2=&&
              street=Kirchplatz+1&&
              plz=39418&&
              town=Sta%DFfurt&&
              tort=3608",39418,"Kirchplatz 1, 39418 Staßfurt",1,0,51.8489843,11.5950974
1715,ns,2016-09-27,20:00,593,Hildebrand Gymnasium,16:00,Mönchskirchhof 2c,Stendal,"terminerinnerung.php?event_id=593&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Hildebrand+Gymnasium&&
              name2=&&
              street=M%F6nchskirchhof+2c&&
              plz=39576&&
              town=Stendal&&
              tort=3757",39576,"Mönchskirchhof 2c, 39576 Stendal",1,0,52.6040596,11.8553042
1716,west,2016-09-27,20:00,2380,Spendestation,14:00,Linneper Weg 1,Ratingen,"terminerinnerung.php?event_id=2380&&
              bsd=west&&
              date=2016-09-27&&
              start=14:00&&
              end=20:00&&
              name1=Spendestation&&
              name2=&&
              street=Linneper+Weg+1&&
              plz=40885&&
              town=Ratingen&&
              tort=40299",40885,"Linneper Weg 1, 40885 Ratingen",1,0,51.35479675,6.86751612496
1717,west,2016-09-27,19:30,2381,Kath. Grundschule,16:00,Engelsholt 56,Mönchengladbach,"terminerinnerung.php?event_id=2381&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=19:30&&
              name1=Kath.+Grundschule&&
              name2=&&
              street=Engelsholt+56&&
              plz=41069&&
              town=M%F6nchengladbach&&
              tort=40519",41069,"Engelsholt 56, 41069 Mönchengladbach",1,0,51.179028,6.4074935
1718,west,2016-09-27,20:00,2385,DRK-Haus,15:00,Zur Feuerwache 8,Erkelenz,"terminerinnerung.php?event_id=2385&&
              bsd=west&&
              date=2016-09-27&&
              start=15:00&&
              end=20:00&&
              name1=DRK-Haus&&
              name2=&&
              street=Zur+Feuerwache+8&&
              plz=41812&&
              town=Erkelenz&&
              tort=51408",41812,"Zur Feuerwache 8, 41812 Erkelenz",1,0,51.0737566,6.32923110047
1719,west,2016-09-27,19:30,2379,Haus d.Arbeiterwohlfahrt,15:00,Schulstr. 13,Wülfrath,"terminerinnerung.php?event_id=2379&&
              bsd=west&&
              date=2016-09-27&&
              start=15:00&&
              end=19:30&&
              name1=Haus+d.Arbeiterwohlfahrt&&
              name2=&&
              street=Schulstr.+13&&
              plz=42489&&
              town=W%FClfrath&&
              tort=40209",42489,"Schulstr. 13, 42489 Wülfrath",1,0,51.27834455,7.03554364194
1720,west,2016-09-27,19:00,3337,BlutspendeCenter Dortmund,11:00,Westenhellweg 85,Dortmund,"terminerinnerung.php?event_id=3337&&
              bsd=west&&
              date=2016-09-27&&
              start=11:00&&
              end=19:00&&
              name1=BlutspendeCenter+Dortmund&&
              name2=&&
              street=Westenhellweg+85&&
              plz=44137&&
              town=Dortmund&&
              tort=05399",44137,"Westenhellweg 85, 44137 Dortmund",1,0,51.5142268,7.4591069
1721,west,2016-09-27,18:00,2382,DRK-Blutspendezentrum Essen,11:00,Kettwiger Str. 5,"Essen , Ruhr","terminerinnerung.php?event_id=2382&&
              bsd=west&&
              date=2016-09-27&&
              start=11:00&&
              end=18:00&&
              name1=DRK-Blutspendezentrum+Essen&&
              name2=&&
              street=Kettwiger+Str.+5&&
              plz=45127&&
              town=Essen+%2C+Ruhr&&
              tort=43099",45127,"Kettwiger Str. 5, 45127 Essen , Ruhr",1,0,51.4535974,7.0127366
1722,west,2016-09-27,18:00,4164,City-Blut-Spende,12:00,Klarissengasse 9,"Münster , Westf","terminerinnerung.php?event_id=4164&&
              bsd=west&&
              date=2016-09-27&&
              start=12:00&&
              end=18:00&&
              name1=City-Blut-Spende&&
              name2=&&
              street=Klarissengasse+9&&
              plz=48143&&
              town=M%FCnster+%2C+Westf&&
              tort=MUCY ",48143,"Klarissengasse 9, 48143 Münster , Westf",1,0,51.95993815,7.62867661766
1723,west,2016-09-27,19:00,4165,DRK-Blutspendedienst,12:00,Sperlichstraße 15,"Münster , Westf","terminerinnerung.php?event_id=4165&&
              bsd=west&&
              date=2016-09-27&&
              start=12:00&&
              end=19:00&&
              name1=DRK-Blutspendedienst&&
              name2=&&
              street=Sperlichstra%DFe+15&&
              plz=48151&&
              town=M%FCnster+%2C+Westf&&
              tort=MUHC ",48151,"Sperlichstraße 15, 48151 Münster , Westf",1,0,51.94699565,7.61232600004
1724,west,2016-09-27,20:00,4168,DRK-Zentrum,16:00,Steintor 1,Telgte,"terminerinnerung.php?event_id=4168&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=DRK-Zentrum&&
              name2=&&
              street=Steintor+1&&
              plz=48291&&
              town=Telgte&&
              tort=TELM ",48291,"Steintor 1, 48291 Telgte",1,0,51.9811952,7.78552518915
1725,west,2016-09-27,19:30,4159,Pfarrheim St. Agatha,15:30,St. Agatha-Platz 1,Everswinkel,"terminerinnerung.php?event_id=4159&&
              bsd=west&&
              date=2016-09-27&&
              start=15:30&&
              end=19:30&&
              name1=Pfarrheim+St.+Agatha&&
              name2=&&
              street=St.+Agatha-Platz+1&&
              plz=48351&&
              town=Everswinkel&&
              tort=ALVE ",48351,"St. Agatha-Platz 1, 48351 Everswinkel",1,0,51.9128529,7.8091587
1726,west,2016-09-27,20:30,4163,St.-Vitus-Schule,16:30,Schulstraße 5-7,Metelen,"terminerinnerung.php?event_id=4163&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=20:30&&
              name1=St.-Vitus-Schule&&
              name2=&&
              street=Schulstra%DFe+5-7&&
              plz=48629&&
              town=Metelen&&
              tort=METE ",48629,"Schulstraße 5-7, 48629 Metelen",1,0,52.1466899,7.21149371548
1727,ns,2016-09-27,20:00,1138,Sophie-Scholl-Schule,15:30,Kirchstraße 4,Georgsmarienhütte,"terminerinnerung.php?event_id=1138&&
              bsd=ns&&
              date=2016-09-27&&
              start=15:30&&
              end=20:00&&
              name1=Sophie-Scholl-Schule&&
              name2=&&
              street=Kirchstra%DFe+4&&
              plz=49124&&
              town=Georgsmarienh%FCtte&&
              tort=249",49124,"Kirchstraße 4, 49124 Georgsmarienhütte",1,0,52.20316,8.0431004
1728,ns,2016-09-27,20:00,1382,Grundschule,16:00,Mundersumer Straße 4,Lingen (Ems),"terminerinnerung.php?event_id=1382&&
              bsd=ns&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=Mundersumer+Stra%DFe+4&&
              plz=49811&&
              town=Lingen+%28Ems%29&&
              tort=174",49811,"Mundersumer Straße 4, 49811 Lingen (Ems)",1,0,52.4574865,7.3666468111
1729,west,2016-09-27,20:00,2383,Erfthalle,16:00,Rosentalstraße,"Kerpen , Rheinl","terminerinnerung.php?event_id=2383&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Erfthalle&&
              name2=&&
              street=Rosentalstra%DFe&&
              plz=50169&&
              town=Kerpen+%2C+Rheinl&&
              tort=50111",50169,"Rosentalstraße, 50169 Kerpen , Rheinl",1,0,50.8588301,6.7514733
1730,west,2016-09-27,19:00,2384,DRK-Blutspendezentrum Köln,12:00,Neumarkt 1d,Köln,"terminerinnerung.php?event_id=2384&&
              bsd=west&&
              date=2016-09-27&&
              start=12:00&&
              end=19:00&&
              name1=DRK-Blutspendezentrum+K%F6ln&&
              name2=&&
              street=Neumarkt+1d&&
              plz=50667&&
              town=K%F6ln&&
              tort=50499",50667,"Neumarkt 1d, 50667 Köln",1,0,50.9358707,6.94960206073
1731,west,2016-09-27,20:00,2387,Gemeindehaus Broichweiden,17:00,Jülicher Str. 109,Würselen,"terminerinnerung.php?event_id=2387&&
              bsd=west&&
              date=2016-09-27&&
              start=17:00&&
              end=20:00&&
              name1=Gemeindehaus+Broichweiden&&
              name2=&&
              street=J%FClicher+Str.+109&&
              plz=52146&&
              town=W%FCrselen&&
              tort=51919",52146,"Jülicher Str. 109, 52146 Würselen",1,0,50.8272507,6.1664047
1732,west,2016-09-27,20:00,2386,Kath. Pfarrheim,16:00,Kapellenplatz 14,Aldenhoven b Jülich,"terminerinnerung.php?event_id=2386&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Kath.+Pfarrheim&&
              name2=&&
              street=Kapellenplatz+14&&
              plz=52457&&
              town=Aldenhoven+b+J%FClich&&
              tort=51707",52457,"Kapellenplatz 14, 52457 Aldenhoven b Jülich",-99,0,,
1733,west,2016-09-27,20:00,5103,Rheinklänge-Haus,16:00,Goethestr.15,Remagen,"terminerinnerung.php?event_id=5103&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Rheinkl%E4nge-Haus&&
              name2=&&
              street=Goethestr.15&&
              plz=53424&&
              town=Remagen&&
              tort=13136",53424,"Goethestr.15, 53424 Remagen",1,0,50.57662445,7.24378243794
1734,west,2016-09-27,20:00,2388,Hauptschule,15:00,Am Mühlenberg 1,"Schleiden , Eifel","terminerinnerung.php?event_id=2388&&
              bsd=west&&
              date=2016-09-27&&
              start=15:00&&
              end=20:00&&
              name1=Hauptschule&&
              name2=&&
              street=Am+M%FChlenberg+1&&
              plz=53937&&
              town=Schleiden+%2C+Eifel&&
              tort=53509",53937,"Am Mühlenberg 1, 53937 Schleiden , Eifel",-99,0,,
1735,west,2016-09-27,20:30,5106,"Bürgerhaus,Am Sportplatz",17:00,Wawerner Str.,Tawern,"terminerinnerung.php?event_id=5106&&
              bsd=west&&
              date=2016-09-27&&
              start=17:00&&
              end=20:30&&
              name1=B%FCrgerhaus%2CAm+Sportplatz&&
              name2=&&
              street=Wawerner+Str.&&
              plz=54456&&
              town=Tawern&&
              tort=23532",54456,"Wawerner Str., 54456 Tawern",1,0,49.6690195,6.5238023
1736,west,2016-09-27,21:00,5109,DRK-Ortsverein,18:00,Alzeyer Str. 21d,Gensingen,"terminerinnerung.php?event_id=5109&&
              bsd=west&&
              date=2016-09-27&&
              start=18:00&&
              end=21:00&&
              name1=DRK-Ortsverein&&
              name2=&&
              street=Alzeyer+Str.+21d&&
              plz=55457&&
              town=Gensingen&&
              tort=33931",55457,"Alzeyer Str. 21d, 55457 Gensingen",-99,0,,
1737,west,2016-09-27,19:00,5104,Blutspendezentrale,15:00,Burgweg 5-7,Bad Kreuznach,"terminerinnerung.php?event_id=5104&&
              bsd=west&&
              date=2016-09-27&&
              start=15:00&&
              end=19:00&&
              name1=Blutspendezentrale&&
              name2=&&
              street=Burgweg+5-7&&
              plz=55543&&
              town=Bad+Kreuznach&&
              tort=13301",55543,"Burgweg 5-7, 55543 Bad Kreuznach",-99,0,,
1738,west,2016-09-27,15:00,5105,Volksbank,11:00,nur für Betriebsangehörige,Bad Kreuznach,"terminerinnerung.php?event_id=5105&&
              bsd=west&&
              date=2016-09-27&&
              start=11:00&&
              end=15:00&&
              name1=Volksbank&&
              name2=&&
              street=nur+f%FCr+Betriebsangeh%F6rige&&
              plz=55543&&
              town=Bad+Kreuznach&&
              tort=13335",55543,"nur für Betriebsangehörige, 55543 Bad Kreuznach",-99,0,,
1739,west,2016-09-27,20:00,3336,St. Marien Krankenhaus gGmbH,15:00,Kampenstr. 51,Siegen,"terminerinnerung.php?event_id=3336&&
              bsd=west&&
              date=2016-09-27&&
              start=15:00&&
              end=20:00&&
              name1=St.+Marien+Krankenhaus+gGmbH&&
              name2=&&
              street=Kampenstr.+51&&
              plz=57072&&
              town=Siegen&&
              tort=03139",57072,"Kampenstr. 51, 57072 Siegen",1,0,50.87908485,8.02983947827
1740,west,2016-09-27,20:00,3335,Stadthalle Kreuztal,16:00,Zum Erbstollen 7,"Kreuztal , Westf","terminerinnerung.php?event_id=3335&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=Stadthalle+Kreuztal&&
              name2=&&
              street=Zum+Erbstollen+7&&
              plz=57223&&
              town=Kreuztal+%2C+Westf&&
              tort=03121",57223,"Zum Erbstollen 7, 57223 Kreuztal , Westf",1,0,50.9623084,7.9968588
1741,west,2016-09-27,19:00,3338,Spendezentrum Hagen,11:00,Feithstr. 180 - 186,"Hagen , Westf","terminerinnerung.php?event_id=3338&&
              bsd=west&&
              date=2016-09-27&&
              start=11:00&&
              end=19:00&&
              name1=Spendezentrum+Hagen&&
              name2=&&
              street=Feithstr.+180+-+186&&
              plz=58097&&
              town=Hagen+%2C+Westf&&
              tort=07017",58097,"Feithstr. 180 - 186, 58097 Hagen , Westf",1,0,51.3824397,7.48302767143
1742,west,2016-09-27,20:00,3339,Kath. Pfarrheim,17:00,Buschkamp 11a,Selm,"terminerinnerung.php?event_id=3339&&
              bsd=west&&
              date=2016-09-27&&
              start=17:00&&
              end=20:00&&
              name1=Kath.+Pfarrheim&&
              name2=&&
              street=Buschkamp+11a&&
              plz=59379&&
              town=Selm&&
              tort=08029",59379,"Buschkamp 11a, 59379 Selm",1,0,51.65552495,7.5351158
1743,west,2016-09-27,19:30,3340,Bürgerhaus Massen,16:30,Kleistr. 33 a,Unna,"terminerinnerung.php?event_id=3340&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=19:30&&
              name1=B%FCrgerhaus+Massen&&
              name2=&&
              street=Kleistr.+33+a&&
              plz=59427&&
              town=Unna&&
              tort=08071",59427,"Kleistr. 33 a, 59427 Unna",1,0,51.5349705,7.64716700969
1744,west,2016-09-27,20:00,3341,Bürgertreff,17:00,Am Bleichgraben 6,Lippstadt,"terminerinnerung.php?event_id=3341&&
              bsd=west&&
              date=2016-09-27&&
              start=17:00&&
              end=20:00&&
              name1=B%FCrgertreff&&
              name2=&&
              street=Am+Bleichgraben+6&&
              plz=59558&&
              town=Lippstadt&&
              tort=10033",59558,"Am Bleichgraben 6, 59558 Lippstadt",1,0,51.6665862,8.3969881
1745,west,2016-09-27,13:00,3343,Meschede-Berufskolleg,08:00,Dünnefeldweg 5,Meschede,"terminerinnerung.php?event_id=3343&&
              bsd=west&&
              date=2016-09-27&&
              start=08:00&&
              end=13:00&&
              name1=Meschede-Berufskolleg&&
              name2=&&
              street=D%FCnnefeldweg+5&&
              plz=59872&&
              town=Meschede&&
              tort=18064",59872,"Dünnefeldweg 5, 59872 Meschede",1,0,51.3595518,8.28356968435
1746,west,2016-09-27,20:30,3342,Schützenhalle,16:00,Hochsauerlandstr.1,Olsberg,"terminerinnerung.php?event_id=3342&&
              bsd=west&&
              date=2016-09-27&&
              start=16:00&&
              end=20:30&&
              name1=Sch%FCtzenhalle&&
              name2=&&
              street=Hochsauerlandstr.1&&
              plz=59939&&
              town=Olsberg&&
              tort=13031",59939,"Hochsauerlandstr.1, 59939 Olsberg",1,0,51.35766595,8.48318965441
1747,bawue,2016-09-27,15:30,9266,{},09:00,Taunusanlge 12,Frankfurt/ Mitte,"terminerinnerung.php?event_id=9266&&
              bsd=bawue&&
              date=2016-09-27&&
              start=09:00&&
              end=15:30&&
              name1=&&
              name2=Deutsche+Bank+Ag+Zentrale&&
              street=Taunusanlge+12&&
              plz=60325&&
              town=Frankfurt%2F+Mitte&&
              tort=60325D2200",60325,"Taunusanlge 12, 60325 Frankfurt/ Mitte",1,0,50.11376345,8.66799326147
1748,bawue,2016-09-27,20:30,9259,{},17:00,In Der Aue 3,Gelnhausen,"terminerinnerung.php?event_id=9259&&
              bsd=bawue&&
              date=2016-09-27&&
              start=17:00&&
              end=20:30&&
              name1=&&
              name2=Grimmelshausen-Gymnasium&&
              street=In+Der+Aue+3&&
              plz=63571&&
              town=Gelnhausen&&
              tort=6357112600",63571,"In Der Aue 3, 63571 Gelnhausen",1,0,50.2028639,9.1833144
1749,bawue,2016-09-27,20:00,9261,{},15:30,Odenwaldring 3,Rossdorf,"terminerinnerung.php?event_id=9261&&
              bsd=bawue&&
              date=2016-09-27&&
              start=15:30&&
              end=20:00&&
              name1=&&
              name2=Justin-Wagner-Schule&&
              street=Odenwaldring+3&&
              plz=64380&&
              town=Rossdorf&&
              tort=6438001500",64380,"Odenwaldring 3, 64380 Rossdorf",1,0,49.8609962,8.75482179337
1750,bawue,2016-09-27,21:00,9263,{},17:30,Dietkircher Strasse,Brechen / Niederbrechen,"terminerinnerung.php?event_id=9263&&
              bsd=bawue&&
              date=2016-09-27&&
              start=17:30&&
              end=21:00&&
              name1=&&
              name2=Sport-+Und+Kulturzentrum&&
              street=Dietkircher+Strasse&&
              plz=65611&&
              town=Brechen+%2F+Niederbrechen&&
              tort=6561103",65611,"Dietkircher Strasse, 65611 Brechen / Niederbrechen",1,0,50.3666497,8.1606813
1751,bawue,2016-09-27,20:00,9260,{},15:45,Steinbacher Strasse 10,Beselich / Obertiefenbach,"terminerinnerung.php?event_id=9260&&
              bsd=bawue&&
              date=2016-09-27&&
              start=15:45&&
              end=20:00&&
              name1=&&
              name2=Mehrzweckhalle+Obertiefenbach&&
              street=Steinbacher+Strasse+10&&
              plz=65614&&
              town=Beselich+%2F+Obertiefenbach&&
              tort=6561404200",65614,"Steinbacher Strasse 10, 65614 Beselich / Obertiefenbach",1,0,50.461024,8.1176001
1752,west,2016-09-27,19:30,5110,Techn.-gewerbl.Berufsb.zentrum,15:30,Zeughausstr. 25,Saarlouis,"terminerinnerung.php?event_id=5110&&
              bsd=west&&
              date=2016-09-27&&
              start=15:30&&
              end=19:30&&
              name1=Techn.-gewerbl.Berufsb.zentrum&&
              name2=&&
              street=Zeughausstr.+25&&
              plz=66740&&
              town=Saarlouis&&
              tort=46002",66740,"Zeughausstr. 25, 66740 Saarlouis",1,0,49.31844305,6.75558737117
1753,west,2016-09-27,20:30,5107,AZURIT-Zehnthof,16:30,Hauptstraße 110,Eisenberg (Pfalz),"terminerinnerung.php?event_id=5107&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=20:30&&
              name1=AZURIT-Zehnthof&&
              name2=&&
              street=Hauptstra%DFe+110&&
              plz=67304&&
              town=Eisenberg+%28Pfalz%29&&
              tort=33322",67304,"Hauptstraße 110, 67304 Eisenberg (Pfalz)",1,0,49.55810445,8.07630059912
1754,bawue,2016-09-27,19:30,9268,{},15:30,Winterhalde,Simmersfeld,"terminerinnerung.php?event_id=9268&&
              bsd=bawue&&
              date=2016-09-27&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=B%FCttnerhaus&&
              street=Winterhalde&&
              plz=72226&&
              town=Simmersfeld&&
              tort=7222611",72226,"Winterhalde, 72226 Simmersfeld",1,0,48.6203971,8.5242133
1755,bawue,2016-09-27,19:30,9262,{},14:30,Heubacher Str. 38,Mögglingen,"terminerinnerung.php?event_id=9262&&
              bsd=bawue&&
              date=2016-09-27&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Mackilohalle&&
              street=Heubacher+Str.+38&&
              plz=73563&&
              town=M%F6gglingen&&
              tort=7356312",73563,"Heubacher Str. 38, 73563 Mögglingen",1,0,48.8179674,9.95802687813
1756,west,2016-09-27,20:00,5108,Schloßhalle,16:30,Königstr. 61,Bad Bergzabern,"terminerinnerung.php?event_id=5108&&
              bsd=west&&
              date=2016-09-27&&
              start=16:30&&
              end=20:00&&
              name1=Schlo%DFhalle&&
              name2=&&
              street=K%F6nigstr.+61&&
              plz=76887&&
              town=Bad+Bergzabern&&
              tort=33701",76887,"Königstr. 61, 76887 Bad Bergzabern",1,0,49.1008581,7.9957583
1757,bawue,2016-09-27,20:00,9256,{},14:30,Sportplatzstraße 13,Lahr / Reichenbach,"terminerinnerung.php?event_id=9256&&
              bsd=bawue&&
              date=2016-09-27&&
              start=14:30&&
              end=20:00&&
              name1=&&
              name2=Geroldsecker+Halle&&
              street=Sportplatzstra%DFe+13&&
              plz=77933&&
              town=Lahr+%2F+Reichenbach&&
              tort=7793341",77933,"Sportplatzstraße 13, 77933 Lahr / Reichenbach",1,0,48.3306904,7.91966884764
1758,bawue,2016-09-27,19:30,9265,{},15:00,Hauptstr. 94,Blumberg,"terminerinnerung.php?event_id=9265&&
              bsd=bawue&&
              date=2016-09-27&&
              start=15:00&&
              end=19:30&&
              name1=&&
              name2=Stadthalle&&
              street=Hauptstr.+94&&
              plz=78176&&
              town=Blumberg&&
              tort=7817611",78176,"Hauptstr. 94, 78176 Blumberg",1,0,47.8396624,8.52574449501
1759,bawue,2016-09-27,19:30,9254,{},14:30,Jahnstraße 25,Dunningen,"terminerinnerung.php?event_id=9254&&
              bsd=bawue&&
              date=2016-09-27&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Festhalle&&
              street=Jahnstra%DFe+25&&
              plz=78655&&
              town=Dunningen&&
              tort=7865511",78655,"Jahnstraße 25, 78655 Dunningen",1,0,48.2115074,8.5054213
1760,bawue,2016-09-27,19:30,9257,{},14:30,Franz-Heitzler-Weg 4,Umkirch,"terminerinnerung.php?event_id=9257&&
              bsd=bawue&&
              date=2016-09-27&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Turn-+Und+Festhalle&&
              street=Franz-Heitzler-Weg+4&&
              plz=79224&&
              town=Umkirch&&
              tort=7922411",79224,"Franz-Heitzler-Weg 4, 79224 Umkirch",1,0,48.0296513,7.7665351
1761,bawue,2016-09-27,19:30,9253,{},15:30,Waldstrasse 15,Inzlingen,"terminerinnerung.php?event_id=9253&&
              bsd=bawue&&
              date=2016-09-27&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=Erstelhalle&&
              street=Waldstrasse+15&&
              plz=79594&&
              town=Inzlingen&&
              tort=7959401",79594,"Waldstrasse 15, 79594 Inzlingen",1,0,47.5952297,7.6914789
1762,bayern,2016-09-27,20:00,6344,BRK - Zentrum,16:00,Gewerbepark Kaserne 13,TRAUNSTEIN,"terminerinnerung.php?event_id=6344&&
              bsd=bayern&&
              date=2016-09-27&&
              start=16:00&&
              end=20:00&&
              name1=BRK+-+Zentrum&&
              name2=&&
              street=Gewerbepark+Kaserne+13&&
              plz=83278&&
              town=TRAUNSTEIN&&
              tort=72029",83278,"Gewerbepark Kaserne 13, 83278 TRAUNSTEIN",1,0,47.87977525,12.6335540114
1763,bayern,2016-09-27,21:00,6345,Verbandsschule,17:00,Badstr. 16,ERGOLDSBACH,"terminerinnerung.php?event_id=6345&&
              bsd=bayern&&
              date=2016-09-27&&
              start=17:00&&
              end=21:00&&
              name1=Verbandsschule&&
              name2=&&
              street=Badstr.+16&&
              plz=84061&&
              town=ERGOLDSBACH&&
              tort=50503",84061,"Badstr. 16, 84061 ERGOLDSBACH",1,0,48.6846143,12.2016371
